0.00000,0.00000
-1.81563,-6.71362
-9.11638,-3.81243
-5.22930,-5.70453
1.21631,-5.31104
7.36736,2.76133
-3.95405,-6.09010
-7.65287,-0.64522
0.13800,8.56170
-2.77771,-8.82620
-4.55271,4.44668
6.66190,2.28589
3.10085,-6.06413
1.98172,-9.15108
5.29284,1.32696
-4.51110,3.77744
8.47022,0.67833
-7.03712,0.43928
-0.79847,-5.03934
5.00339,-0.50413
-2.90101,8.38056
2.29575,7.60471
-8.25255,-2.57533
-7.16241,-2.01607
2.09211,-8.50688
1.92107,7.01238
1.43669,-1.07255
-6.45974,-0.86678
8.65390,-3.95179
8.72633,4.17898
0.71320,7.46681
1.96585,9.75886
-7.55842,-2.08781
2.90147,-6.89164
-4.23064,7.31194
2.33326,-1.97124
-4.29148,3.91823
-2.24490,-2.56466
-3.59097,-6.32318
-0.31984,4.10660
-8.24287,4.86361
5.14019,-6.88036
-4.85469,-7.31332
4.30356,-6.52857
-3.22889,8.77107
-3.57578,1.92611
7.33857,-5.89840
-9.26420,-1.27648
-8.17301,1.87173
6.00514,0.30682
0.46802,6.26620
1.68873,2.05826
7.75039,2.69554
1.11390,-9.33578
4.57389,-3.33549
-8.16187,-1.00320
-4.75734,2.71700
1.21692,1.76899
-5.68928,-0.21271
2.33561,-0.71276
-1.56406,-3.55262
2.41097,7.86710
0.74687,9.40211
0.32428,4.63506
-1.43430,-6.76202
5.86005,-7.60190
-3.03464,-5.89411
0.08451,-4.65164
-2.80761,-6.29388
-7.26340,-3.44030
4.00083,-7.48453
4.07510,4.71162
-5.97754,-3.59832
0.47040,-4.70586
2.96578,2.09289
0.89049,-0.92367
-4.79705,-5.21171
8.53872,-1.92340
-3.93429,-0.67979
-8.80053,1.03658
6.73926,6.26502
-3.84824,-5.07737
-7.36636,6.07446
0.82093,5.77642
-4.61308,-6.08524
-3.68414,0.88752
4.37214,-1.05681
-1.05522,-3.02974
3.36733,3.83974
-6.61864,5.08440
8.72130,-4.43459
5.14481,6.22913
1.25353,9.08810
-5.94032,-5.29298
-5.01459,-3.50852
-1.05118,-2.53321
-1.62664,8.62433
3.06805,0.68565
-1.54024,-4.74286
6.74844,6.35306
